Uniprot	PDB
P05089	4HXQ
P05089	4IE1
P00480	1C9Y
P00480	1EP9
P00480	1FVO
P00480	1OTH
P50440	1JDW
P50440	1JDX
P50440	2JDW
P50440	2JDX
P50440	3JDW
P50440	4JDW
P50440	5JDW
P50440	6JDW
P50440	7JDW
P50440	8JDW
P50440	9JDW
P54368	4ZGY
P54368	4ZGZ
P54368	5BWA
P17812	2VO1
P17812	5U03
P15104	2OJW
P15104	2QC8
Q9Y478	4CFE
Q9Y478	4CFF
Q9Y478	4ZHX
Q9Y478	5EZV
Q9Y478	5ISO
Q9Y478	6B1U
Q9Y478	6C9F
Q9Y478	6C9G
Q9Y478	6C9H
Q9Y478	6C9J
Q07343	1F0J
Q07343	1JP1
Q07343	1JP2
Q07343	1RO6
Q07343	1RO9
Q07343	1ROR
Q07343	1TB5
Q07343	1XLX
Q07343	1XLZ
Q07343	1XM4
Q07343	1XM6
Q07343	1XMU
Q07343	1XMY
Q07343	1XN0
Q07343	1XOS
Q07343	1XOT
Q07343	1Y2H
Q07343	1Y2J
Q07343	2CHM
Q07343	2QYL
Q07343	3D3P
Q07343	3FRG
Q07343	3G45
Q07343	3GWT
Q07343	3HC8
Q07343	3HDZ
Q07343	3HMV
Q07343	3KKT
Q07343	3LY2
Q07343	3O0J
Q07343	3O56
Q07343	3O57
Q07343	3W5E
Q07343	3WD9
Q07343	4KP6
Q07343	4MYQ
Q07343	4NW7
Q07343	4WZI
Q07343	4X0F
Q07343	5K6J
Q07343	5LAQ
Q07343	5OHJ
Q07343	6BOJ
Q13131	4RED
Q13131	4RER
Q13131	4REW
Q13131	5EZV
Q13131	6C9F
Q13131	6C9G
Q13131	6C9H
Q13131	6C9J
Q9NUB1	3GLR
Q9NUB1	3GLT
Q9NUB1	3GLU
Q9NUB1	4BVE
Q9NUB1	4BVF
Q9NUB1	4BVG
Q9NUB1	4C78
Q9NUB1	5Y4H
Q9NUB1	5YTK
O43741	2F15
O43741	2V8Q
O43741	2V92
O43741	2V9J
O43741	2Y8L
O43741	2Y8Q
O43741	2YA3
O43741	4CFH
O43741	4EAI
O43741	4EAJ
O43741	4RER
O43741	4REW
O43741	6B2E
P16220	2LXT
P16220	5ZK1
P16220	5ZKO
P11309	1XQZ
P11309	1XR1
P11309	1XWS
P11309	1YHS
P11309	1YI3
P11309	1YI4
P11309	1YWV
P11309	1YXS
P11309	1YXT
P11309	1YXU
P11309	1YXV
P11309	1YXX
P11309	2BIK
P11309	2BIL
P11309	2BZH
P11309	2BZI
P11309	2BZJ
P11309	2BZK
P11309	2C3I
P11309	2J2I
P11309	2O3P
P11309	2O63
P11309	2O64
P11309	2O65
P11309	2OBJ
P11309	2OI4
P11309	2XIX
P11309	2XIY
P11309	2XIZ
P11309	2XJ0
P11309	2XJ1
P11309	2XJ2
P11309	3A99
P11309	3BGP
P11309	3BGQ
P11309	3BGZ
P11309	3BWF
P11309	3C4E
P11309	3CXW
P11309	3CY2
P11309	3CY3
P11309	3DCV
P11309	3F2A
P11309	3JPV
P11309	3JXW
P11309	3JY0
P11309	3JYA
P11309	3MA3
P11309	3QF9
P11309	3R00
P11309	3R01
P11309	3R02
P11309	3R04
P11309	3T9I
P11309	3UIX
P11309	3UMW
P11309	3UMX
P11309	3VBQ
P11309	3VBT
P11309	3VBV
P11309	3VBW
P11309	3VBX
P11309	3VBY
P11309	3VC4
P11309	3WE8
P11309	4A7C
P11309	4ALU
P11309	4ALV
P11309	4ALW
P11309	4AS0
P11309	4BZN
P11309	4BZO
P11309	4DTK
P11309	4ENX
P11309	4ENY
P11309	4GW8
P11309	4I41
P11309	4IAA
P11309	4JX3
P11309	4JX7
P11309	4K0Y
P11309	4K18
P11309	4K1B
P11309	4LL5
P11309	4LM5
P11309	4LMU
P11309	4MBI
P11309	4MBL
P11309	4MED
P11309	4MTA
P11309	4N6Y
P11309	4N6Z
P11309	4N70
P11309	4RBL
P11309	4RC2
P11309	4RC3
P11309	4RC4
P11309	4RPV
P11309	4TY1
P11309	4WRS
P11309	4WSY
P11309	4WT6
P11309	4XH6
P11309	4XHK
P11309	5C1Q
P11309	5DGZ
P11309	5DHJ
P11309	5DIA
P11309	5DWR
P11309	5EOL
P11309	5IIS
P11309	5IPJ
P11309	5KCX
P11309	5KGD
P11309	5KGE
P11309	5KGG
P11309	5KGI
P11309	5KGK
P11309	5KZI
P11309	5MZL
P11309	5N4N
P11309	5N4O
P11309	5N4R
P11309	5N4U
P11309	5N4V
P11309	5N4X
P11309	5N4Y
P11309	5N4Z
P11309	5N50
P11309	5N51
P11309	5N52
P11309	5N5L
P11309	5N5M
P11309	5NDT
P11309	5O11
P11309	5O12
P11309	5O13
P11309	5TEL
P11309	5TEX
P11309	5TOE
P11309	5TUR
P11309	5V80
P11309	5V82
P11309	5VUA
P11309	5VUB
P11309	5VUC
P11309	6AYD
P11309	6BSK
P11309	6MT0
P11309	6NO9
P11309	6QXK
Q08499	1E9K
Q08499	1MKD
Q08499	1OYN
Q08499	1PTW
Q08499	1Q9M
Q08499	1TB7
Q08499	1TBB
Q08499	1XOM
Q08499	1XON
Q08499	1XOQ
Q08499	1XOR
Q08499	1Y2B
Q08499	1Y2C
Q08499	1Y2D
Q08499	1Y2E
Q08499	1Y2K
Q08499	1ZKN
Q08499	2FM0
Q08499	2FM5
Q08499	2PW3
Q08499	2QYN
Q08499	3G4G
Q08499	3G4I
Q08499	3G4K
Q08499	3G4L
Q08499	3G58
Q08499	3IAD
Q08499	3IAK
Q08499	3K4S
Q08499	3SL3
Q08499	3SL4
Q08499	3SL5
Q08499	3SL6
Q08499	3SL8
Q08499	3V9B
Q08499	4OGB
Q08499	4W1O
Q08499	4WCU
Q08499	5K1I
Q08499	5K32
Q08499	5LBO
Q08499	5TKB
Q08499	5WH5
Q08499	5WH6
Q08499	5WQA
Q08499	6BOJ
Q08499	6F6U
Q08499	6F8R
Q08499	6F8T
Q08499	6F8U
Q08499	6F8V
Q08499	6F8W
Q08499	6F8X
Q08499	6FDC
Q08499	6FDI
Q08499	6FE7
Q08499	6-Feb
Q08499	6FET
Q08499	6FT0
Q08499	6FTA
Q08499	6FTW
Q08499	6FW3
Q08499	6NJH
Q08499	6NJI
Q08499	6NJJ
P49773	1AV5
P49773	1KPA
P49773	1KPB
P49773	1KPC
P49773	1KPE
P49773	1KPF
P49773	3TW2
P49773	4EQE
P49773	4EQG
P49773	4EQH
P49773	4ZKL
P49773	4ZKV
P49773	5ED3
P49773	5ED6
P49773	5EMT
P49773	5I2E
P49773	5I2F
P49773	5IPB
P49773	5IPC
P49773	5IPD
P49773	5IPE
P49773	5KLY
P49773	5KLZ
P49773	5KM0
P49773	5KM1
P49773	5KM2
P49773	5KM3
P49773	5KM4
P49773	5KM6
P49773	5KMA
P49773	5KMB
P49773	5KMC
P49773	5O8I
P49773	5WA8
P49773	5WA9
P49773	5WAA
P49773	6B42
P49773	6G9Z
P09467	1FTA
P09467	2FHY
P09467	2FIE
P09467	2FIX
P09467	2JJK
P09467	2VT5
P09467	2WBB
P09467	2WBD
P09467	2Y5K
P09467	2Y5L
P09467	3A29
P09467	3KBZ
P09467	3KC0
P09467	3KC1
P09467	4MJO
P09467	5LDZ
P55263	1BX4
P55263	2I6A
P55263	2I6B
P55263	4O1L
Q07869	1I7G
Q07869	1K7L
Q07869	1KKQ
Q07869	2NPA
Q07869	2P54
Q07869	2REW
Q07869	2ZNN
Q07869	3ET1
Q07869	3FEI
Q07869	3G8I
Q07869	3KDT
Q07869	3KDU
Q07869	3SP6
Q07869	3VI8
Q07869	4BCR
Q07869	4CI4
Q07869	5AZT
Q07869	5HYK
Q96RI1	1OSH
Q96RI1	1OSK
Q96RI1	3BEJ
Q96RI1	3DCT
Q96RI1	3DCU
Q96RI1	3FLI
Q96RI1	3FXV
Q96RI1	3GD2
Q96RI1	3HC5
Q96RI1	3HC6
Q96RI1	3L1B
Q96RI1	3OKH
Q96RI1	3OKI
Q96RI1	3OLF
Q96RI1	3OMK
Q96RI1	3OMM
Q96RI1	3OOF
Q96RI1	3OOK
Q96RI1	3P88
Q96RI1	3P89
Q96RI1	3RUT
Q96RI1	3RUU
Q96RI1	3RVF
Q96RI1	4OIV
Q96RI1	4QE6
Q96RI1	4QE8
Q96RI1	4WVD
Q96RI1	5IAW
Q96RI1	5ICK
Q96RI1	5Q0I
Q96RI1	5Q0J
Q96RI1	5Q0K
Q96RI1	5Q0L
Q96RI1	5Q0M
Q96RI1	5Q0N
Q96RI1	5Q0O
Q96RI1	5Q0P
Q96RI1	5Q0Q
Q96RI1	5Q0R
Q96RI1	5Q0S
Q96RI1	5Q0T
Q96RI1	5Q0U
Q96RI1	5Q0V
Q96RI1	5Q0W
Q96RI1	5Q0X
Q96RI1	5Q0Y
Q96RI1	5Q0Z
Q96RI1	5Q10
Q96RI1	5Q11
Q96RI1	5Q12
Q96RI1	5Q13
Q96RI1	5Q14
Q96RI1	5Q15
Q96RI1	5Q16
Q96RI1	5Q17
Q96RI1	5Q18
Q96RI1	5Q19
Q96RI1	5Q1A
Q96RI1	5Q1B
Q96RI1	5Q1C
Q96RI1	5Q1D
Q96RI1	5Q1E
Q96RI1	5Q1F
Q96RI1	5Q1G
Q96RI1	5Q1H
Q96RI1	5Q1I
Q96RI1	5WZX
Q96RI1	5Y1J
Q96RI1	5Y44
Q96RI1	5Y49
Q96RI1	5YXB
Q96RI1	5YXD
Q96RI1	5YXJ
Q96RI1	5YXL
Q96RI1	5Z12
Q96RI1	6A5W
Q96RI1	6A5X
Q96RI1	6A5Y
Q96RI1	6A5Z
Q96RI1	6A60
Q03181	1GWX
Q03181	1Y0S
Q03181	2AWH
Q03181	2B50
Q03181	2BAW
Q03181	2ENV
Q03181	2GWX
Q03181	2J14
Q03181	2Q5G
Q03181	2XYJ
Q03181	2XYW
Q03181	2XYX
Q03181	2ZNP
Q03181	2ZNQ
Q03181	3D5F
Q03181	3DY6
Q03181	3ET2
Q03181	3GWX
Q03181	3GZ9
Q03181	3OZ0
Q03181	3PEQ
Q03181	3SP9
Q03181	3TKM
Q03181	5U3Q
Q03181	5U3R
Q03181	5U3S
Q03181	5U3T
Q03181	5U3U
Q03181	5U3V
Q03181	5U3W
Q03181	5U3X
Q03181	5U3Y
Q03181	5U3Z
Q03181	5U40
Q03181	5U41
Q03181	5U42
Q03181	5U43
Q03181	5U44
Q03181	5U45
Q03181	5U46
Q03181	5XMX
Q03181	5Y7X
Q03181	5ZXI
P37231	1FM6
P37231	1FM9
P37231	1I7I
P37231	1K74
P37231	1KNU
P37231	1NYX
P37231	1PRG
P37231	1RDT
P37231	1WM0
P37231	1ZEO
P37231	1ZGY
P37231	2ATH
P37231	2F4B
P37231	2FVJ
P37231	2G0G
P37231	2G0H
P37231	2GTK
P37231	2HFP
P37231	2HWQ
P37231	2HWR
P37231	2I4J
P37231	2I4P
P37231	2I4Z
P37231	2OM9
P37231	2P4Y
P37231	2POB
P37231	2PRG
P37231	2Q59
P37231	2Q5P
P37231	2Q5S
P37231	2Q61
P37231	2Q6R
P37231	2Q6S
P37231	2Q8S
P37231	2QMV
P37231	2VSR
P37231	2VST
P37231	2VV0
P37231	2VV1
P37231	2VV2
P37231	2VV3
P37231	2VV4
P37231	2XKW
P37231	2YFE
P37231	2ZK0
P37231	2ZK1
P37231	2ZK2
P37231	2ZK3
P37231	2ZK4
P37231	2ZK5
P37231	2ZK6
P37231	2ZNO
P37231	2ZVT
P37231	3ADS
P37231	3ADT
P37231	3ADU
P37231	3ADV
P37231	3ADW
P37231	3ADX
P37231	3AN3
P37231	3AN4
P37231	3B0Q
P37231	3B0R
P37231	3B1M
P37231	3B3K
P37231	3BC5
P37231	3CDP
P37231	3CDS
P37231	3CS8
P37231	3CWD
P37231	3D6D
P37231	3DZU
P37231	3DZY
P37231	3.00E+00
P37231	3ET0
P37231	3ET3
P37231	3FEJ
P37231	3FUR
P37231	3G9E
P37231	3GBK
P37231	3H0A
P37231	3HO0
P37231	3HOD
P37231	3IA6
P37231	3K8S
P37231	3KMG
P37231	3LMP
P37231	3NOA
P37231	3OSI
P37231	3OSW
P37231	3PBA
P37231	3PO9
P37231	3PRG
P37231	3QT0
P37231	3R5N
P37231	3R8A
P37231	3R8I
P37231	3S9S
P37231	3SZ1
P37231	3T03
P37231	3TY0
P37231	3U9Q
P37231	3V9T
P37231	3V9V
P37231	3V9Y
P37231	3VJH
P37231	3VJI
P37231	3VN2
P37231	3VSO
P37231	3VSP
P37231	3WJ4
P37231	3WJ5
P37231	3WMH
P37231	3X1H
P37231	3X1I
P37231	4A4V
P37231	4A4W
P37231	4CI5
P37231	4E4K
P37231	4E4Q
P37231	4EM9
P37231	4EMA
P37231	4F9M
P37231	4FGY
P37231	4HEE
P37231	4JAZ
P37231	4JL4
P37231	4L96
P37231	4L98
P37231	4O8F
P37231	4OJ4
P37231	4PRG
P37231	4PVU
P37231	4PWL
P37231	4R06
P37231	4R2U
P37231	4R6S
P37231	4XLD
P37231	4XTA
P37231	4XUH
P37231	4XUM
P37231	4Y29
P37231	4YT1
P37231	5AZV
P37231	5DSH
P37231	5DV3
P37231	5DV6
P37231	5DV8
P37231	5DVC
P37231	5DWL
P37231	5F9B
P37231	5GTN
P37231	5GTO
P37231	5GTP
P37231	5HZC
P37231	5JI0
P37231	5LSG
P37231	5TTO
P37231	5TWO
P37231	5U5L
P37231	5UGM
P37231	5WQX
P37231	5WR0
P37231	5WR1
P37231	5Y2O
P37231	5Y2T
P37231	5YCN
P37231	5YCP
P37231	5Z5S
P37231	5Z6S
P37231	6AD9
P37231	6AN1
P37231	6-Aug
P37231	6AVI
P37231	6C1I
P37231	6C5Q
P37231	6C5T
P37231	6D3E
P37231	6D8X
P37231	6D94
P37231	6DBH
P37231	6DCU
P37231	6DGL
P37231	6DGO
P37231	6DGP
P37231	6DGQ
P37231	6DGR
P37231	6DH9
P37231	6DHA
P37231	6E5A
P37231	6ENQ
P37231	6F2L
P37231	6FZF
P37231	6FZG
P37231	6FZJ
P37231	6FZP
P37231	6FZY
P37231	6IZM
P37231	6IZN
P37231	6MCZ
P37231	6MD0
P37231	6MD1
P37231	6MD2
P37231	6MD4
P19793	1BY4
P19793	1DSZ
P19793	1FBY
P19793	1FM6
P19793	1FM9
P19793	1G1U
P19793	1G5Y
P19793	1K74
P19793	1MV9
P19793	1MVC
P19793	1MZN
P19793	1R0N
P19793	1RDT
P19793	1RXR
P19793	1XLS
P19793	1XV9
P19793	1XVP
P19793	1YNW
P19793	2ACL
P19793	2NLL
P19793	2P1T
P19793	2P1U
P19793	2P1V
P19793	2ZXZ
P19793	2ZY0
P19793	3DZU
P19793	3DZY
P19793	3.00E+00
P19793	3.00E+94
P19793	3FAL
P19793	3FC6
P19793	3FUG
P19793	3H0A
P19793	3KWY
P19793	3NSP
P19793	3NSQ
P19793	3OAP
P19793	3OZJ
P19793	3PCU
P19793	3R29
P19793	3R2A
P19793	3R5M
P19793	3UVV
P19793	4CN2
P19793	4CN3
P19793	4CN5
P19793	4CN7
P19793	4J5W
P19793	4J5X
P19793	4K4J
P19793	4K6I
P19793	4M8E
P19793	4M8H
P19793	4N5G
P19793	4N8R
P19793	4NQA
P19793	4OC7
P19793	4POH
P19793	4POJ
P19793	4PP3
P19793	4PP5
P19793	4RFW
P19793	4RMC
P19793	4RMD
P19793	4RME
P19793	4ZO1
P19793	4ZSH
P19793	5EC9
P19793	5GYM
P19793	5JI0
P19793	5LYQ
P19793	5MJ5
P19793	5MK4
P19793	5MKJ
P19793	5MKU
P19793	5MMW
P19793	5TBP
P19793	5UAN
P19793	5Z12
P19793	5ZQU
P19793	6A5Y
P19793	6A5Z
P19793	6A60
P19793	6FBQ
P19793	6FBR
P19793	6HN6
P49591	3VBB
P49591	4L87
P49591	4RQE
P49591	4RQF
Q93088	1LT7
Q93088	1LT8
Q93088	4M3P
P50579	1B59
P50579	1B6A
P50579	1BN5
P50579	1BOA
P50579	1KQ0
P50579	1KQ9
P50579	1QZY
P50579	1R58
P50579	1R5G
P50579	1R5H
P50579	1YW7
P50579	1YW8
P50579	1YW9
P50579	2ADU
P50579	2EA2
P50579	2EA4
P50579	2GA2
P50579	2OAZ
P50579	5CLS
P50579	5D6E
P50579	5D6F
P50579	5JFR
P50579	5JHU
P50579	5JI6
P50579	5LYW
P50579	5LYX
P50579	6QED
P50579	6QEF
P50579	6QEG
P50579	6QEH
P50579	6QEI
P50579	6QEJ
P54577	1N3L
P54577	1NTG
P54577	1Q11
P54577	4Q93
P54577	4QBT
P54577	5THH
P54577	5THL
Q9Y2Z4	2PID
Q9Y2Z4	3ZXI
P11473	1DB1
P11473	1IE8
P11473	1IE9
P11473	1KB2
P11473	1KB4
P11473	1KB6
P11473	1S0Z
P11473	1S19
P11473	1TXI
P11473	1YNW
P11473	2HAM
P11473	2HAR
P11473	2HAS
P11473	2HB7
P11473	2HB8
P11473	3A2I
P11473	3A2J
P11473	3A3Z
P11473	3A40
P11473	3A78
P11473	3AUQ
P11473	3AUR
P11473	3AX8
P11473	3AZ1
P11473	3AZ2
P11473	3AZ3
P11473	3B0T
P11473	3CS4
P11473	3CS6
P11473	3KPZ
P11473	3M7R
P11473	3OGT
P11473	3P8X
P11473	3TKC
P11473	3VHW
P11473	3W0A
P11473	3W0C
P11473	3W0Y
P11473	3WGP
P11473	3WWR
P11473	3X31
P11473	3X36
P11473	4G2I
P11473	4ITE
P11473	4ITF
P11473	5GT4
P11473	5V39
P11473	5YSY
P11473	5YT2
P51649	2W8N
P51649	2W8O
P51649	2W8P
P51649	2W8Q
P51649	2W8R
O15460	6EVL
O15460	6EVM
O15460	6EVN
O15460	6EVO
O15460	6EVP
P53597	6G4Q
P55809	3DLX
Q9P2R7	6G4Q
Q969G6	1NB0
Q969G6	1NB9
Q969G6	1P4M
Q969G6	1Q9S
P30043	1HDO
P30043	1HE2
P30043	1HE3
P30043	1HE4
P30043	1HE5
P30043	5OOG
P30043	5OOH
P15291	2AE7
P15291	2AEC
P15291	2AES
P15291	2AGD
P15291	2AH9
P15291	2FY7
P15291	2FYA
P15291	2FYB
P15291	3EE5
P15291	4EE3
P15291	4EE4
P15291	4EE5
P15291	4EEA
P15291	4EEG
P15291	4EEM
P15291	4EEO
P15291	4L41
P15291	6FWT
P15291	6FWU
P54802	4XWH
Q9UJ70	2CH5
Q9UJ70	2CH6
Q9UI32	4BQM
Q9UI32	5U0K
Q9UDR5	5L76
Q9UDR5	5L78
Q9UDR5	5O1N
Q9UDR5	5O1O
Q9UDR5	5O1P
P00367	1L1F
P00367	1NR1
P00367	6DQG
P07814	1FYJ
P07814	4HVC
P07814	4K86
P07814	4K87
P07814	4K88
P07814	5A1N
P07814	5A34
P07814	5A5H
P07814	5BMU
P07814	5V58
P07814	5VAD
P07814	5Y6L
P49915	2VPI
P49915	2VXO
P39086	2ZNS
P39086	2ZNT
P39086	2ZNU
P39086	3FUZ
P39086	3FV1
P39086	3FV2
P39086	3FVG
P39086	3FVK
P39086	3FVN
P39086	3FVO
P39086	4MF3
Q05586	2HQW
Q05586	2NR1
Q05586	3BYA
Q05586	5H8F
Q05586	5H8H
Q05586	5H8N
Q05586	5H8Q
Q05586	5I2K
Q05586	5I2N
Q05586	5KCJ
Q05586	5KDT
Q05586	5TP9
Q05586	5TPA
Q05586	6IRA
Q05586	6IRF
Q05586	6IRG
Q05586	6IRH
Q13224	1S11
Q13224	1S2S
Q13224	2IPV
Q13224	5EWJ
Q13224	5EWL
Q13224	5EWM
Q04609	1Z8L
Q04609	2C6C
Q04609	2C6G
Q04609	2C6P
Q04609	2CIJ
Q04609	2JBJ
Q04609	2JBK
Q04609	2OOT
Q04609	2OR4
Q04609	2PVV
Q04609	2PVW
Q04609	2XEF
Q04609	2XEG
Q04609	2XEI
Q04609	2XEJ
Q04609	3BHX
Q04609	3BI0
Q04609	3BI1
Q04609	3BXM
Q04609	3D7D
Q04609	3D7F
Q04609	3D7G
Q04609	3D7H
Q04609	3IWW
Q04609	3RBU
Q04609	3SJE
Q04609	3SJF
Q04609	3SJG
Q04609	3SJX
Q04609	4JYW
Q04609	4JZ0
Q04609	4LQG
Q04609	4MCP
Q04609	4MCQ
Q04609	4MCR
Q04609	4MCS
Q04609	4NGM
Q04609	4NGN
Q04609	4NGP
Q04609	4NGQ
Q04609	4NGR
Q04609	4NGS
Q04609	4NGT
Q04609	4OC0
Q04609	4OC1
Q04609	4OC2
Q04609	4OC3
Q04609	4OC4
Q04609	4OC5
Q04609	4OME
Q04609	4P44
Q04609	4P45
Q04609	4P4B
Q04609	4P4D
Q04609	4P4E
Q04609	4P4F
Q04609	4P4I
Q04609	4P4J
Q04609	4W9Y
Q04609	4X3R
Q04609	5D29
Q04609	5ELY
Q04609	5F09
Q04609	5O5R
Q04609	5O5T
Q04609	5O5U
Q04609	5OF0
Q04609	6ETY
Q04609	6EZ9
Q04609	6F5L
Q04609	6FE5
Q04609	6H7Y
Q04609	6H7Z
Q04609	6HKJ
Q04609	6HKZ
Q05329	1ES0
Q05329	2OKK
P49448	6G2U
Q12879	3NFL
Q12879	5H8F
Q12879	5H8H
Q12879	5H8N
Q12879	5H8Q
Q12879	5I2K
Q12879	5I2N
Q12879	5KCJ
Q12879	5KDT
Q12879	5TP9
Q12879	5TPA
Q12879	6IRA
Q12879	6IRF
Q12879	6IRG
Q12879	6IRH
P54886	2H5G
Q13255	3KS9
Q13255	4OR2
O94925	3CZD
O94925	3UNW
O94925	3UO9
O94925	3VOY
O94925	3VOZ
O94925	3VP0
O94925	3VP1
O94925	3VP2
O94925	3VP3
O94925	3VP4
O94925	4O7D
O94925	5D3O
O94925	5FI2
O94925	5FI6
O94925	5FI7
O94925	5HL1
O94925	5I94
O94925	5JYO
O94925	5JYP
O94925	5U0I
O94925	5U0J
O94925	5UQE
O94925	5WJ6
Q13002	3QXM
Q13002	5CMM
P42262	2WJW
P42262	2WJX
P42262	2XHD
P42262	3R7X
P42262	3RN8
P42262	3RNN
P42262	3UA8
P42262	5H8S
P42262	5YBF
P42262	5YBG
P42262	5ZG0
P42262	5ZG1
P42262	5ZG2
P42262	5ZG3
Q14831	3MQ4
Q14831	5C5C
O00222	6BSZ
O00222	6BT5
O00222	6E5V
P43003	5LLM
P43003	5LLU
P43003	5LM4
P43003	5MJU
O43424	5KC8
O43424	5KCA
Q07075	4KX7
Q07075	4KX8
Q07075	4KX9
Q07075	4KXA
Q07075	4KXB
Q07075	4KXC
Q07075	4KXD
Q8N159	4K30
Q9ULA0	4DYO
P48637	2HGS
P00390	1ALG
P00390	1BWC
P00390	1DNC
P00390	1GRA
P00390	1GRB
P00390	1GRE
P00390	1GRF
P00390	1GRG
P00390	1GRH
P00390	1GRT
P00390	1GSN
P00390	1K4Q
P00390	1XAN
P00390	2AAQ
P00390	2GH5
P00390	2GRT
P00390	3DJG
P00390	3DJJ
P00390	3DK4
P00390	3DK8
P00390	3DK9
P00390	3GRS
P00390	3GRT
P00390	3SQP
P00390	4GR1
P00390	4GRT
P00390	5GRT
P09488	1GTU
P09488	1XW6
P09488	1XWK
P09488	1YJ6
P09488	2F3M
Q9Y2Q3	1YZX
Q9Y2Q3	3RPN
Q9Y2Q3	3RPP
Q16772	1TDI
Q16772	2VCV
P21266	3GTU
O15217	1GUL
O15217	1GUM
O15217	3IK7
Q03013	4GTU
P09211	10GS
P09211	11GS
P09211	12GS
P09211	13GS
P09211	14GS
P09211	16GS
P09211	17GS
P09211	18GS
P09211	19GS
P09211	1AQV
P09211	1AQW
P09211	1AQX
P09211	1EOG
P09211	1EOH
P09211	1GSS
P09211	1KBN
P09211	1LBK
P09211	1MD3
P09211	1MD4
P09211	1PGT
P09211	1PX6
P09211	1PX7
P09211	1ZGN
P09211	20GS
P09211	22GS
P09211	2A2R
P09211	2A2S
P09211	2GSS
P09211	2J9H
P09211	2PGT
P09211	3CSH
P09211	3CSI
P09211	3CSJ
P09211	3DD3
P09211	3DGQ
P09211	3GSS
P09211	3GUS
P09211	3HJM
P09211	3HJO
P09211	3HKR
P09211	3IE3
P09211	3KM6
P09211	3KMN
P09211	3KMO
P09211	3N9J
P09211	3PGT
P09211	4GSS
P09211	4PGT
P09211	5DAK
P09211	5DAL
P09211	5DCG
P09211	5DDL
P09211	5DJL
P09211	5DJM
P09211	5GSS
P09211	5J41
P09211	5JCW
P09211	5L6X
P09211	5X79
P09211	6AP9
P09211	6GSS
P09211	7GSS
P09211	8GSS
P09211	9GSS
P78417	1EEM
P78417	3LFL
P78417	3VLN
P78417	4IS0
P78417	4YQM
P78417	4YQU
P78417	4YQV
P78417	5UEH
P78417	5V3Q
P78417	5YVN
P78417	5YVO
P78417	6MHB
P78417	6MHC
P78417	6MHD
P07203	2F8A
P18283	2HE3
P30711	2C3N
P30711	2C3Q
P30711	2C3T
O43708	1FW1
O75715	2I3Y
P22352	2R37
P19440	4GDX
P19440	4GG2
P19440	4Z9O
P19440	4ZBK
P19440	4ZC6
P19440	4ZCG
P19440	5V4Q
Q04760	1BH5
Q04760	1FRO
Q04760	1QIN
Q04760	1QIP
Q04760	3VW9
Q04760	3W0T
Q04760	3W0U
Q16873	2PNO
Q16873	2UUH
Q16873	2UUI
Q16873	3B29
Q16873	3HKK
Q16873	3LEO
Q16873	3PCV
Q16873	4BPM
Q16873	4J7T
Q16873	4J7Y
Q16873	4JC7
Q16873	4JCZ
Q16873	4JRZ
Q16873	4WAB
Q16873	5HV9
P36969	2GS3
P36969	2OBI
P36969	5H5Q
P36969	5H5R
P36969	5H5S
P36969	6ELW
O60760	1IYH
O60760	1IYI
O60760	1V40
O60760	2CVD
O60760	2VCQ
O60760	2VCW
O60760	2VCX
O60760	2VCZ
O60760	2VD0
O60760	2VD1
O60760	3EE2
O60760	3KXO
O60760	3VI5
O60760	3VI7
O60760	4EC0
O60760	4EDY
O60760	4EDZ
O60760	4EE0
O60760	5AIS
O60760	5AIV
O60760	5AIX
O60760	5YWE
O60760	5YWX
O60760	5YX1
O60760	6N4E
P28161	1HNA
P28161	1HNB
P28161	1HNC
P28161	1XW5
P28161	1YKC
P28161	2AB6
P28161	2C4J
P28161	2GTU
P28161	3GTU
P28161	3GUR
P28161	5HWL
Q16775	1QH3
Q16775	1QH5
Q16775	2F50
P09210	1AGS
P09210	2VCT
P09210	2WJU
P09210	4ACS
O95881	1SEN
O95881	2K8V
P08263	1GSD
P08263	1GSE
P08263	1GSF
P08263	1GUH
P08263	1K3L
P08263	1K3O
P08263	1K3Y
P08263	1LBK
P08263	1PKW
P08263	1PKZ
P08263	1PL1
P08263	1PL2
P08263	1USB
P08263	1XWG
P08263	1YDK
P08263	2R3X
P08263	2R6K
P08263	3I69
P08263	3I6A
P08263	3IK9
P08263	3KTL
P08263	3L0H
P08263	3Q74
P08263	3U6V
P08263	3ZFB
P08263	3ZFL
P08263	4HJ2
P08263	5JCU
P08263	5LCZ
P08263	5LD0
P08263	6ATO
P08263	6ATP
P08263	6ATQ
P08263	6ATR
P10768	3FCX
P35754	1B4Q
P35754	1JHB
P35754	4RQR
Q8TED1	3CYN
Q8TED1	3KIJ
Q96SL4	2P31
Q9H4Y5	3Q18
Q9H4Y5	3Q19
Q9H4Y5	3QAG
Q9NS18	2CQ9
Q9NS18	2FLS
Q9NS18	2HT9
P15121	1ABN
P15121	1ADS
P15121	1AZ1
P15121	1AZ2
P15121	1EF3
P15121	1EL3
P15121	1IEI
P15121	1-Mar
P15121	1PWL
P15121	1PWM
P15121	1T40
P15121	1T41
P15121	1US0
P15121	1X96
P15121	1X97
P15121	1X98
P15121	1XGD
P15121	1Z3N
P15121	1Z89
P15121	1Z8A
P15121	2ACQ
P15121	2ACR
P15121	2ACS
P15121	2ACU
P15121	2AGT
P15121	2DUX
P15121	2DUZ
